away,cross,home,ones,twos,year
Chile,3.78,Bolivia,4.47,1.78,2018
Zambia,3.73,Algeria,1.65,5.54,2018
Morocco,3.18,Mali,3.67,2.12,2018
Georgia,4.99,Austria,1.37,9.71,2018
Albania,3.03,FYR Macedonia,2.85,2.85,2018
Ukraine,3.14,Iceland,2.94,2.65,2018
Serbia,3,Ireland,3.09,2.63,2018
Israel,10.27,Italy,1.1,29.54,2018
Finland,3.59,Kosovo,4.58,1.86,2018
Spain,35.43,Liechtenstein,80.95,1.01,2018
Wales,6.2,Moldova,16.87,1.23,2018
Croatia,3.35,Turkey,3.75,2.13,2018
Senegal,3.05,Burkina Faso,2.98,2.52,2018
Uganda,4.12,Egypt,1.39,10.31,2018
Tunisia,3.11,D.R. Congo,2.42,3.06,2018
Gabon,6.1,Ivory Coast,1.2,17.28,2018
Japan,3.22,Saudi Arabia,2.61,2.76,2018
Cape Verde,3.97,South Africa,1.49,7.32,2018
Syria,3.42,Iran,1.83,4.58,2018
China,3.95,Qatar,4.18,1.77,2018
South Korea,3.24,Uzbekistan,3.53,2.15,2018
Ghana,3.29,Congo,3.79,2.03,2018
United Arab Emirates,3.23,Iraq,2.32,3.16,2018
Thailand,13.2,Australia,1.06,31.75,2018
New Zealand,7.08,Solomon Islands,11.32,1.16,2018
Guinea,3.29,Libya,3.5,2.13,2018
Slovakia,4.92,England,1.37,10.25,2018
Norway,8.32,Germany,1.16,20.63,2018
Romania,3.36,Montenegro,2.28,3.39,2018
Czech Republic,3.06,Northern Ireland,3.21,2.51,2018
Kazakhstan,12.6,Poland,1.08,33.27,2018
Malta,15.17,Scotland,1.06,46.83,2018
Lithuania,4.66,Slovenia,1.38,10.98,2018
Nigeria,3.22,Cameroon,2.9,2.49,2018
Denmark,4.88,Armenia,9,1.38,2018
San Marino,11.47,Azerbaijan,1.09,39.75,2018
Luxembourg,42.53,France,1.01,80.14,2018
Bosnia & Herzegovina,36.45,Gibraltar,78.96,1.01,2018
Belgium,4.11,Greece,6.71,1.57,2018
Portugal,4.69,Hungary,8.29,1.44,2018
Switzerland,5.77,Latvia,13.96,1.27,2018
Sweden,3.89,Belarus,6.44,1.62,2018
Cyprus,3.07,Estonia,3.31,2.47,2018
Andorra,3.8,Faroe Islands,1.55,8.09,2018
Bulgaria,5.98,Netherlands,1.31,10.47,2018
Kosovo,15.25,Croatia,1.05,48.49,2018
Burkina Faso,4.03,Senegal,1.44,8.76,2018
FYR Macedonia,3.78,Israel,1.7,5.53,2018
Italy,3.52,Spain,1.74,5.38,2018
Turkey,3.21,Ukraine,2.24,3.53,2018
Austria,3.3,Wales,2.21,3.56,2018
Liechtenstein,13.84,Albania,1.07,41.28,2018
Iceland,3.41,Finland,4.34,1.94,2018
Ireland,3.33,Georgia,5.1,1.86,2018
Moldova,9.8,Serbia,1.11,30.72,2018
Ivory Coast,2.97,Gabon,4.02,2.13,2018
Algeria,3.11,Zambia,3.24,2.35,2018
Panama,5.17,Mexico,1.28,13.86,2018
Honduras,3.08,Trinidad & Tobago,3.08,2.48,2018
Costa Rica,3.61,USA,1.69,5.47,2018
Mali,3.67,Morocco,1.56,7.28,2018
D.R. Congo,3.4,Tunisia,1.87,4.46,2018
Germany,5.03,Czech Republic,7,1.45,2018
Poland,3.41,Denmark,2.4,3.11,2018
Scotland,3.69,Lithuania,5.57,1.71,2018
England,20.85,Malta,52.96,1.03,2018
Azerbaijan,3.94,Norway,1.55,7.67,2018
Armenia,4.99,Romania,1.4,8.4,2018
Northern Ireland,19.08,San Marino,57.99,1.03,2018
Slovenia,3.24,Slovakia,1.99,4.51,2018
South Africa,2.95,Cape Verde,3.86,2.19,2018
Montenegro,3.65,Kazakhstan,5,1.79,2018
Cameroon,3.24,Nigeria,1.93,4.44,2018
Congo,5.33,Ghana,1.27,12.6,2018
Solomon Islands,8.28,New Zealand,1.12,19.21,2018
Bolivia,5.63,Peru,1.3,10.46,2018
Ecuador,6.77,Brazil,1.2,15.63,2018
Argentina,3.39,Uruguay,3.61,2.13,2018
Paraguay,5.4,Chile,1.31,10.85,2018
Colombia,3.93,Venezuela,5.78,1.62,2018
Gibraltar,39.52,Belgium,1.01,87.1,2018
Sweden,3.45,Bulgaria,4.57,1.89,2018
Bosnia & Herzegovina,4.43,Cyprus,8.3,1.45,2018
Netherlands,4.38,France,1.53,6.64,2018
Estonia,4.25,Greece,1.43,10.14,2018
Latvia,5.07,Hungary,1.33,11.5,2018
Belarus,3.64,Luxembourg,7.12,1.61,2018
Faroe Islands,25.67,Portugal,1.02,71.15,2018
Andorra,25.9,Switzerland,1.02,69.64,2018
Libya,3.73,Guinea,1.67,5.43,2018
Egypt,2.94,Uganda,3.79,2.19,2018
Uzbekistan,3.26,China,2.34,3.12,2018
Iran,3.09,South Korea,2.04,4.28,2018
Qatar,3.16,Syria,2.33,3.24,2018
Iraq,3.37,Thailand,3.28,2.22,2018
Australia,3.59,Japan,1.74,5.08,2018
Saudi Arabia,3.64,United Arab Emirates,5.24,1.7,2018
Trinidad & Tobago,6.06,Costa Rica,1.22,14.51,2018
Honduras,3.35,Panama,1.7,5.58,2018
South Korea,4.31,Qatar,7.55,1.45,2018
China,3.29,Syria,3.62,2.11,2018
Japan,4.42,Iraq,9.42,1.38,2018
United Arab Emirates,3.96,Thailand,5.16,1.64,2018
Solomon Islands,3.52,Papua New Guinea,2.15,3.04,2018
Uzbekistan,3.55,Iran,1.56,7.67,2018
USA,4.17,Mexico,1.53,6.22,2018
Spain,9.89,FYR Macedonia,24.98,1.12,2018
Croatia,3.46,Iceland,4.03,2.01,2018
Albania,3.5,Israel,1.89,4.59,2018
Liechtenstein,34.98,Italy,1.01,65.1,2018
Turkey,8.02,Kosovo,18.57,1.16,2018
Wales,3.5,Serbia,1.68,6.46,2018
Ukraine,3.15,Finland,4.91,1.96,2018
Austria,3.18,Ireland,2.22,3.74,2018
Georgia,3.13,Moldova,3.77,2.21,2018
Fiji,3.48,New Caledonia,1.93,3.44,2018
San Marino,38.35,Germany,1.01,90.07,2018
Slovakia,3.69,Lithuania,6.28,1.65,2018
Armenia,3.91,Montenegro,1.7,5.21,2018
Czech Republic,3.18,Norway,3.26,2.43,2018
Romania,3.88,Poland,1.57,7.17,2018
Northern Ireland,2.97,Azerbaijan,3.47,2.43,2018
Denmark,5.18,Kazakhstan,9.2,1.36,2018
Malta,10.99,Slovenia,1.09,33,2018
England,3.68,Scotland,5.71,1.71,2018
Hungary,9.3,Andorra,29.57,1.12,2018
Bulgaria,3.02,Belarus,2.67,3.02,2018
Greece,3.6,Bosnia & Herzegovina,1.71,5.77,2018
Belgium,7.39,Estonia,18.48,1.18,2018
Switzerland,7.63,Faroe Islands,19.23,1.17,2018
Cyprus,7.75,Gibraltar,17.91,1.18,2018
Portugal,10.43,Latvia,29.45,1.1,2018
Luxembourg,27.92,Netherlands,1.02,57.55,2018
France,3.7,Sweden,5.31,1.73,2018
Papua New Guinea,3.22,Solomon Islands,2.43,2.85,2018
Panama,3.54,Costa Rica,1.65,6.09,2018
Honduras,6.3,Mexico,1.19,17.37,2018
Trinidad & Tobago,8.37,USA,1.13,21.3,2018
Saudi Arabia,4.17,Australia,1.5,6.88,2018
New Caledonia,3.1,Fiji,2.51,2.84,2018
Papua New Guinea,4.52,Tahiti,1.39,6.91,2018
Uruguay,3.45,Peru,3.19,2.25,2018
USA,3.06,Panama,3.45,2.26,2018
Paraguay,7.99,Brazil,1.15,20.14,2018
Mexico,4.7,Trinidad & Tobago,10.16,1.34,2018
Venezuela,8.46,Chile,1.14,20.48,2018
Colombia,3.34,Ecuador,2.05,3.82,2018
Costa Rica,3.04,Honduras,2.83,2.66,2018
Argentina,3.25,Bolivia,3.49,2.22,2018
Iraq,3.77,Saudi Arabia,1.59,6.06,2018
Qatar,3.62,Uzbekistan,1.6,6.37,2018
China,3.83,Iran,1.57,6.3,2018
Syria,5.4,South Korea,1.25,14.26,2018
Thailand,14.79,Japan,1.05,32.89,2018
United Arab Emirates,4.87,Australia,1.34,9.67,2018
Fiji,9.72,New Zealand,1.07,33.22,2018
Slovakia,8.7,Malta,34.94,1.12,2018
Poland,3.66,Montenegro,5.22,1.73,2018
Norway,3.02,Northern Ireland,2.38,3.45,2018
Denmark,3.1,Romania,3.19,2.48,2018
Slovenia,3.03,Scotland,2.61,3.03,2018
Kazakhstan,3.67,Armenia,1.72,5.27,2018
Germany,10.42,Azerbaijan,28.64,1.1,2018
Lithuania,11.08,England,1.08,37.97,2018
Czech Republic,26.56,San Marino,68.78,1.01,2018
Greece,5.55,Belgium,1.29,12.2,2018
Netherlands,4.95,Bulgaria,8.85,1.38,2018
France,18.24,Luxembourg,56.01,1.04,2018
Hungary,6.07,Portugal,1.25,13.16,2018
Faroe Islands,3.83,Andorra,7.22,1.55,2018
Gibraltar,33.49,Bosnia & Herzegovina,1.01,95.48,2018
Estonia,3.11,Cyprus,2.23,3.66,2018
Belarus,4.25,Sweden,1.45,8.51,2018
Latvia,10.34,Switzerland,1.1,30.5,2018
Honduras,4.03,USA,1.54,6.09,2018
Costa Rica,3.87,Mexico,1.51,7.08,2018
New Zealand,6.7,Fiji,15.78,1.16,2018
Panama,3.03,Trinidad & Tobago,3.55,2.24,2018
Moldova,8.01,Austria,1.15,19.65,2018
Ukraine,3.92,Croatia,1.54,7.23,2018
Wales,2.97,Ireland,2.73,2.95,2018
Albania,6.27,Italy,1.21,18.45,2018
Iceland,6.32,Kosovo,11.72,1.25,2018
FYR Macedonia,4.41,Liechtenstein,8.21,1.44,2018
Israel,10.09,Spain,1.11,28.4,2018
Serbia,3.72,Georgia,5.77,1.67,2018
Finland,4.31,Turkey,1.44,8.92,2018
Chile,5.01,Argentina,1.37,8.63,2018
Peru,3.48,Venezuela,2.64,2.63,2018
Ecuador,3.3,Paraguay,2.5,2.91,2018
Brazil,3.32,Uruguay,3.72,2.12,2018
Bolivia,9.63,Colombia,1.1,23.48,2018
Iran,3.02,Qatar,4.35,2.01,2018
Japan,3.74,United Arab Emirates,5.25,1.67,2018
Australia,3.85,Iraq,6.43,1.55,2018
Uzbekistan,3.06,Syria,4.51,1.94,2018
Saudi Arabia,3.45,Thailand,3.91,1.95,2018
South Korea,3.13,China,3.52,2.16,2018
Tahiti,3.49,Papua New Guinea,2.7,2.3,2018
Brazil,3.97,Peru,5.68,1.63,2018
USA,3.27,Costa Rica,2.11,3.65,2018
Mexico,3.41,Panama,4.83,1.81,2018
Colombia,3.78,Argentina,1.6,6.53,2018
Uruguay,3.32,Chile,2.16,3.6,2018
Trinidad & Tobago,4.17,Honduras,1.41,9.36,2018
Venezuela,6.58,Ecuador,1.22,13.68,2018
Paraguay,3.25,Bolivia,2.43,3.1,2018
Iraq,3.34,United Arab Emirates,1.86,4.43,2018
Iran,3.75,Syria,7.86,1.51,2018
Australia,5.95,Thailand,11.82,1.24,2018
Qatar,3.35,China,1.86,4.32,2018
Uzbekistan,3.66,South Korea,1.58,6.57,2018
Saudi Arabia,4.78,Japan,1.35,8.73,2018
New Zealand,5.05,New Caledonia,8.7,1.29,2018
Estonia,14.94,Belgium,1.05,57.36,2018
Bosnia & Herzegovina,3.13,Greece,3.21,2.44,2018
Latvia,15.2,Portugal,1.05,51.89,2018
D.R. Congo,3,Guinea,2.89,2.62,2018
Belarus,3.16,Bulgaria,2.41,3.23,2018
Gibraltar,12.85,Cyprus,1.07,38.13,2018
Andorra,17.47,Hungary,1.04,51.73,2018
Netherlands,10.89,Luxembourg,36.14,1.09,2018
Faroe Islands,11.79,Switzerland,1.08,37.64,2018
Ghana,3.16,Egypt,1.96,4.25,2018
Tahiti,3.32,Solomon Islands,3.09,2.09,2018
Ivory Coast,3.11,Morocco,2.04,3.97,2018
Israel,3.12,Albania,2.3,3.49,2018
Italy,14.88,Liechtenstein,54.01,1.05,2018
FYR Macedonia,18.2,Spain,1.04,47.97,2018
Finland,4.56,Ukraine,1.38,10.26,2018
Serbia,3.13,Wales,2.55,3.03,2018
Gabon,3.24,Mali,1.87,4.54,2018
Ireland,3.34,Austria,2.07,3.88,2018
Iceland,4.52,Croatia,1.43,8.12,2018
Moldova,4.01,Georgia,1.49,8.42,2018
Kosovo,10.72,Turkey,1.1,26.22,2018
Burkina Faso,3.17,Cape Verde,2.02,3.94,2018
Algeria,3.22,Nigeria,1.98,3.96,2018
Zambia,4.04,Cameroon,1.43,8.83,2018
Congo,3.37,Uganda,1.66,6.17,2018
New Caledonia,6.44,New Zealand,1.18,13.44,2018
Mexico,3.23,USA,3.02,2.42,2018
Costa Rica,3.43,Trinidad & Tobago,5.13,1.75,2018
Panama,3.22,Honduras,1.91,4.43,2018
Norway,3.22,Czech Republic,2.2,3.64,2018
Kazakhstan,6.57,Denmark,1.21,16.62,2018
Scotland,4.66,England,1.4,9.2,2018
Sweden,5.55,France,1.29,12.07,2018
Slovenia,7.97,Malta,30.8,1.13,2018
Azerbaijan,3.45,Northern Ireland,1.69,6.33,2018
Poland,3.11,Romania,3.36,2.37,2018
Germany,33.13,San Marino,98.65,1.01,2018
Lithuania,4.57,Slovakia,1.4,9.69,2018
Tunisia,3.38,Libya,4.66,1.81,2018
Montenegro,3.29,Armenia,4.13,2.02,2018
Argentina,3.25,Brazil,2.21,3.55,2018
Peru,3.24,Paraguay,2.11,3.83,2018
Bolivia,4,Venezuela,1.59,6.05,2018
Ecuador,3.74,Uruguay,1.69,5.37,2018
Chile,3.62,Colombia,1.8,4.64,2018
Solomon Islands,3.75,Tahiti,1.44,5.94,2018
Brazil,4.57,Venezuela,7.65,1.43,2018
Paraguay,5.66,Argentina,1.27,12.19,2018
Peru,4.91,Chile,1.39,7.88,2018
Uruguay,3.24,Colombia,2.1,3.78,2018
Ecuador,3.53,Bolivia,4.03,1.93,2018
Azerbaijan,5.59,Czech Republic,1.28,12.52,2018
Montenegro,4.47,Denmark,1.47,7.27,2018
Northern Ireland,9.95,Germany,1.11,29.13,2018
Malta,5.58,Lithuania,1.26,15.41,2018
San Marino,29.43,Norway,1.01,87.2,2018
Armenia,8.9,Poland,1.13,23.33,2018
Scotland,3.14,Slovakia,2.27,3.57,2018
England,3.64,Slovenia,5.78,1.7,2018
United Arab Emirates,3.28,Saudi Arabia,2.13,3.53,2018
Romania,3.69,Kazakhstan,5.73,1.68,2018
Syria,3.71,Qatar,1.63,5.64,2018
South Korea,2.99,Iran,2.1,3.98,2018
China,3.26,Uzbekistan,1.97,4.1,2018
Thailand,3.98,Iraq,1.55,6.08,2018
Japan,3.23,Australia,2.33,3.12,2018
Switzerland,20.23,Andorra,67.23,1.03,2018
Luxembourg,5.48,Belarus,1.3,11.75,2018
Cyprus,6.13,Bosnia & Herzegovina,1.24,13.76,2018
Greece,3.08,Estonia,4.85,1.97,2018
Portugal,9.59,Faroe Islands,27.52,1.11,2018
Belgium,33.85,Gibraltar,97.26,1.01,2018
Hungary,3.54,Latvia,5.15,1.78,2018
France,3.23,Netherlands,3.31,2.36,2018
Bulgaria,4.21,Sweden,1.51,7.12,2018
Cameroon,3.51,Algeria,1.76,4.82,2018
Spain,5.64,Albania,13.01,1.28,2018
Italy,5.46,FYR Macedonia,12.27,1.3,2018
Turkey,3.11,Iceland,2.7,2.87,2018
Ireland,4.49,Moldova,9.54,1.41,2018
Austria,3.36,Serbia,2.18,3.51,2018
Guinea,3.93,Tunisia,1.49,7.36,2018
Croatia,4.03,Finland,6.92,1.54,2018
Liechtenstein,12.69,Israel,1.07,38.89,2018
Kosovo,8.46,Ukraine,1.14,20.55,2018
Georgia,4.34,Wales,1.44,8.57,2018
Egypt,3.1,Congo,3.75,2.12,2018
Nigeria,2.97,Zambia,3.8,2.15,2018
Cape Verde,4.32,Senegal,1.39,9.06,2018
Czech Republic,7.09,Germany,1.21,14.7,2018
San Marino,23.19,Northern Ireland,1.02,85.34,2018
Denmark,3.31,Poland,2.18,3.62,2018
Lithuania,5.01,Scotland,1.34,10.88,2018
Slovakia,3.05,Slovenia,2.54,3.17,2018
South Africa,3.01,Burkina Faso,2.36,3.26,2018
Mali,4.13,Ivory Coast,1.45,7.47,2018
Libya,3.72,D.R. Congo,1.6,5.84,2018
Romania,3.38,Armenia,4.49,1.93,2018
Norway,3.2,Azerbaijan,4.2,2.05,2018
Malta,28.65,England,1.02,83.99,2018
Kazakhstan,3.58,Montenegro,1.7,5.9,2018
Morocco,2.88,Gabon,2.66,2.93,2018
Bosnia & Herzegovina,4.2,Belgium,1.57,6.26,2018
Gibraltar,9.21,Estonia,1.13,25.5,2018
Bulgaria,9.13,France,1.13,24.48,2018
Cyprus,3.92,Greece,1.54,7.68,2018
Switzerland,3.2,Hungary,3.59,2.25,2018
Faroe Islands,3.43,Latvia,1.82,5.11,2018
Belarus,5.73,Netherlands,1.28,12.53,2018
United Arab Emirates,3.28,Saudi Arabia,2.13,3.53,2018
Romania,3.69,Kazakhstan,5.73,1.68,2018
Syria,3.71,Qatar,1.63,5.64,2018
South Korea,2.99,Iran,2.1,3.98,2018
China,3.26,Uzbekistan,1.97,4.1,2018
Thailand,3.98,Iraq,1.55,6.08,2018
Japan,3.23,Australia,2.33,3.12,2018
Switzerland,20.23,Andorra,67.23,1.03,2018
Luxembourg,5.48,Belarus,1.3,11.75,2018
Cyprus,6.13,Bosnia & Herzegovina,1.24,13.76,2018
Greece,3.08,Estonia,4.85,1.97,2018
Portugal,9.59,Faroe Islands,27.52,1.11,2018
Belgium,33.85,Gibraltar,97.26,1.01,2018
Hungary,3.54,Latvia,5.15,1.78,2018
France,3.23,Netherlands,3.31,2.36,2018
Bulgaria,4.21,Sweden,1.51,7.12,2018
Cameroon,3.51,Algeria,1.76,4.82,2018
Spain,5.64,Albania,13.01,1.28,2018
Italy,5.46,FYR Macedonia,12.27,1.3,2018
Turkey,3.11,Iceland,2.7,2.87,2018
Ireland,4.49,Moldova,9.54,1.41,2018
Austria,3.36,Serbia,2.18,3.51,2018
Guinea,3.93,Tunisia,1.49,7.36,2018
Croatia,4.03,Finland,6.92,1.54,2018
Liechtenstein,12.69,Israel,1.07,38.89,2018
Kosovo,8.46,Ukraine,1.14,20.55,2018
Georgia,4.34,Wales,1.44,8.57,2018
Egypt,3.1,Congo,3.75,2.12,2018
Nigeria,2.97,Zambia,3.8,2.15,2018
Cape Verde,4.32,Senegal,1.39,9.06,2018
Czech Republic,7.09,Germany,1.21,14.7,2018
San Marino,23.19,Northern Ireland,1.02,85.34,2018
Denmark,3.31,Poland,2.18,3.62,2018
Lithuania,5.01,Scotland,1.34,10.88,2018
Slovakia,3.05,Slovenia,2.54,3.17,2018
South Africa,3.01,Burkina Faso,2.36,3.26,2018
Mali,4.13,Ivory Coast,1.45,7.47,2018
Libya,3.72,D.R. Congo,1.6,5.84,2018
Romania,3.38,Armenia,4.49,1.93,2018
Norway,3.2,Azerbaijan,4.2,2.05,2018
Malta,28.65,England,1.02,83.99,2018
Kazakhstan,3.58,Montenegro,1.7,5.9,2018
Morocco,2.88,Gabon,2.66,2.93,2018
Bosnia & Herzegovina,4.2,Belgium,1.57,6.26,2018
Gibraltar,9.21,Estonia,1.13,25.5,2018
Bulgaria,9.13,France,1.13,24.48,2018
Cyprus,3.92,Greece,1.54,7.68,2018
Switzerland,3.2,Hungary,3.59,2.25,2018
Faroe Islands,3.43,Latvia,1.82,5.11,2018
Belarus,5.73,Netherlands,1.28,12.53,2018
Brazil,3.3,Paraguay,3.64,2.15,2018
Bolivia,15.14,Argentina,1.05,39.86,2018
Chile,3.46,Venezuela,4.04,1.96,2018
Guatemala,6.31,USA,1.21,14.42,2018
Peru,5.03,Uruguay,1.33,10.63,2018
Saint Vincent and the Grenadines,11.41,Trinidad & Tobago,1.08,24.84,2018
Ecuador,3.35,Colombia,1.96,4.26,2018
Bhutan,12.54,Maldives,1.06,25.37,2018
Saudi Arabia,3.18,United Arab Emirates,2.1,3.56,2018
Oman,4.37,Iran,1.4,8.1,2018
Vietnam,6.72,Iraq,1.19,12.69,2018
East Timor,12.45,Palestine,1.04,29.64,2018
Kyrgyzstan,3.14,Tajikistan,2.25,3.25,2018
Bahrain,5.67,Uzbekistan,1.24,11.98,2018
Turkmenistan,3.13,India,2.99,2.41,2018
Qatar,3.89,China,1.57,5.69,2018
Myanmar,8.67,Lebanon,1.1,24.2,2018
North Korea,4.33,Philippines,9.23,1.37,2018
Kuwait,5.67,South Korea,1.22,8.5,2018
Syria,7.72,Japan,1.14,15.44,2018
Singapore,3.05,Afghanistan,2.83,2.59,2018
Jordan,4.91,Australia,1.35,8.32,2018
Mexico,3.68,Canada,6.48,1.58,2018
USA,3.86,Guatemala,6.93,1.53,2018
Honduras,2.9,El Salvador,3.04,2.58,2018
Uruguay,4.76,Brazil,1.45,8.27,2018
Panama,2.83,Haiti,2.91,2.78,2018
Costa Rica,2.91,Jamaica,3.59,2.28,2018
Trinidad & Tobago,6.91,Saint Vincent and the Grenadines,17.24,1.17,2018
Venezuela,4,Peru,1.55,6.45,2018
Argentina,3.27,Chile,3.34,2.28,2018
Paraguay,4.66,Ecuador,1.38,9.35,2018
Colombia,3.25,Bolivia,3.28,2.29,2018
Malaysia,19.25,Saudi Arabia,1.01,30.65,2018
Hong Kong,6.79,Qatar,1.17,15.66,2018
Cambodia,22.97,Syria,1.01,44.94,2018
Laos,13.23,Kuwait,1.01,16.45,2018
Yemen,4.7,Bahrain,1.31,10.82,2018
Guam,10.27,Oman,1.08,24.56,2018
Palestine,5.82,United Arab Emirates,1.25,10.48,2018
India,17.13,Iran,1.02,37.55,2018
Thailand,3.82,Iraq,1.54,6.49,2018
Philippines,11.93,Uzbekistan,1.06,27.27,2018
Bangladesh,18.29,Jordan,1.02,37.19,2018
Chinese Taipei,6.12,Vietnam,1.23,11.19,2018
Maldives,20.95,China,1.01,40.2,2018
Lebanon,8.33,South Korea,1.13,17.8,2018
Afghanistan,24.31,Japan,1.01,42.05,2018
Tajikistan,16.81,Australia,1.03,35.47,2018
Canada,2.93,El Salvador,3.18,2.48,2018
Brazil,3.3,Paraguay,3.64,2.15,2018
Bolivia,15.14,Argentina,1.05,39.86,2018
Chile,3.46,Venezuela,4.04,1.96,2018
Guatemala,6.31,USA,1.21,14.42,2018
Peru,5.03,Uruguay,1.33,10.63,2018
Saint Vincent and the Grenadines,11.41,Trinidad & Tobago,1.08,24.84,2018
Ecuador,3.35,Colombia,1.96,4.26,2018
Bhutan,12.54,Maldives,1.06,25.37,2018
Saudi Arabia,3.18,United Arab Emirates,2.1,3.56,2018
Oman,4.37,Iran,1.4,8.1,2018
Vietnam,6.72,Iraq,1.19,12.69,2018
East Timor,12.45,Palestine,1.04,29.64,2018
Kyrgyzstan,3.14,Tajikistan,2.25,3.25,2018
Bahrain,5.67,Uzbekistan,1.24,11.98,2018
Turkmenistan,3.13,India,2.99,2.41,2018
Qatar,3.89,China,1.57,5.69,2018
Myanmar,8.67,Lebanon,1.1,24.2,2018
North Korea,4.33,Philippines,9.23,1.37,2018
Kuwait,5.67,South Korea,1.22,8.5,2018
Syria,7.72,Japan,1.14,15.44,2018
Singapore,3.05,Afghanistan,2.83,2.59,2018
Jordan,4.91,Australia,1.35,8.32,2018
Mexico,3.68,Canada,6.48,1.58,2018
USA,3.86,Guatemala,6.93,1.53,2018
Honduras,2.9,El Salvador,3.04,2.58,2018
Uruguay,4.76,Brazil,1.45,8.27,2018
Panama,2.83,Haiti,2.91,2.78,2018
Costa Rica,2.91,Jamaica,3.59,2.28,2018
Trinidad & Tobago,6.91,Saint Vincent and the Grenadines,17.24,1.17,2018
Venezuela,4,Peru,1.55,6.45,2018
Argentina,3.27,Chile,3.34,2.28,2018
Paraguay,4.66,Ecuador,1.38,9.35,2018
Colombia,3.25,Bolivia,3.28,2.29,2018
Malaysia,19.25,Saudi Arabia,1.01,30.65,2018
Hong Kong,6.79,Qatar,1.17,15.66,2018
Cambodia,22.97,Syria,1.01,44.94,2018
Laos,13.23,Kuwait,1.01,16.45,2018
Yemen,4.7,Bahrain,1.31,10.82,2018
Guam,10.27,Oman,1.08,24.56,2018
Palestine,5.82,United Arab Emirates,1.25,10.48,2018
India,17.13,Iran,1.02,37.55,2018
Thailand,3.82,Iraq,1.54,6.49,2018
Philippines,11.93,Uzbekistan,1.06,27.27,2018
Bangladesh,18.29,Jordan,1.02,37.19,2018
Chinese Taipei,6.12,Vietnam,1.23,11.19,2018
Maldives,20.95,China,1.01,40.2,2018
Lebanon,8.33,South Korea,1.13,17.8,2018
Afghanistan,24.31,Japan,1.01,42.05,2018
Tajikistan,16.81,Australia,1.03,35.47,2018
Canada,2.93,El Salvador,3.18,2.48,2018
Costa Rica,3.13,Panama,2.09,3.83,2018
Peru,5.81,Brazil,1.25,13.68,2018
Jamaica,2.97,Haiti,2.48,3.48,2018
USA,3.43,Trinidad & Tobago,4.67,1.81,2018
Bolivia,4.81,Paraguay,1.35,10.24,2018
Chile,3.19,Uruguay,2.46,3.07,2018
Ecuador,3.11,Venezuela,2.95,2.61,2018
Mexico,3.26,Honduras,4.48,1.9,2018
Argentina,3.05,Colombia,2.45,3.23,2018
Guatemala,4.39,Saint Vincent and the Grenadines,8.06,1.41,2018
Kenya,4.93,Cape Verde,1.29,11.92,2018
Botswana,4.96,Mali,1.31,10.04,2018
Madagascar,6.43,Senegal,1.19,14.99,2018
Tanzania,7.2,Algeria,1.14,21.89,2018
Benin,3.89,Burkina Faso,1.54,6.45,2018
Liberia,6.79,Ivory Coast,1.16,19.84,2018
Angola,3.74,South Africa,1.58,6.1,2018
Mauritania,5.09,Tunisia,1.28,11.46,2018
Chad,9.86,Egypt,1.09,24.21,2018
Uzbekistan,6.61,Yemen,17.63,1.17,2018
Ethiopia,4.35,Congo,1.44,7.36,2018
Comoros,13.18,Ghana,1.05,38.47,2018
Swaziland,8.02,Nigeria,1.13,18.21,2018
Niger,5.91,Cameroon,1.2,17,2018
Jordan,3.42,Kyrgyzstan,5.14,1.73,2018
Libya,2.87,Rwanda,2.45,3.24,2018
Oman,3.7,Turkmenistan,5.06,1.65,2018
United Arab Emirates,15.17,Malaysia,35.64,1.03,2018
Japan,22.17,Cambodia,45.17,1.01,2018
Qatar,22.25,Bhutan,42.67,-,2018
China,5.12,Hong Kong,9.82,1.28,2018
South Korea,23,Laos,42.14,1.01,2018
Syria,4.05,Singapore,6.49,1.5,2018
Australia,19.69,Bangladesh,44.13,1.01,2018
Iraq,13.1,Chinese Taipei,29.64,1.05,2018
Saudi Arabia,18.25,East Timor,39.13,1.02,2018
Bahrain,3.88,North Korea,1.48,7.43,2018
Iran,8.88,Guam,23.34,1.09,2018
Namibia,3.47,Guinea,1.66,5.62,2018
Morocco,3.14,Equatorial Guinea,3.99,2.01,2018
Burundi,4.59,D.R. Congo,1.34,9.86,2018
Togo,3.41,Uganda,1.76,4.84,2018
Sudan,4.47,Zambia,1.32,11.36,2018
Mozambique,4.25,Gabon,1.39,8.53,2018
Mali,3.24,Botswana,3.92,1.94,2018
Egypt,5.03,Chad,9.6,1.31,2018
Algeria,3.59,Tanzania,6.1,1.6,2018
Congo,3.06,Ethiopia,2.44,2.97,2018
Honduras,2.97,Canada,2.59,2.98,2018
Paraguay,3.31,Peru,1.97,4.23,2018
Haiti,4.41,Costa Rica,1.39,8.93,2018
Panama,3.02,Jamaica,2.24,3.53,2018
El Salvador,10.32,Mexico,1.08,29.2,2018
Trinidad & Tobago,3.03,Guatemala,2.38,3.23,2018
Saint Vincent and the Grenadines,24.82,USA,1.01,46.38,2018
Brazil,3.02,Argentina,2.49,3.21,2018
Tunisia,3.12,Mauritania,4.08,2.01,2018
Nigeria,4.33,Swaziland,7.28,1.44,2018
Ivory Coast,3.65,Liberia,6.07,1.6,2018
Cameroon,3.21,Niger,4.79,1.84,2018
South Africa,3,Angola,2.51,3.01,2018
